"lang"
{
	"Language"		"English"
		"ReleaseCreature"	"{s:player_name} unleashed {s:string_creatureName}."
		"PvPLoseNotify"	"{s:player_name} defeated {s:player_name2} in the duel."
		"PvPKillOuter_bonus"	"{s:player_name} defeated {s:player_name2} while jungling in the duel."
		"PvELoseNotify"	"{s:player_name} failed while jungling and was defeated by {s:string_killer_creature}."
		"PvPKillOuter"	"{s:player_name} defeated {s:player_name2} from off the field."
		"PvEKillOuter_bonus"	"{s:player_name} defeated {s:player_name2} from off the field."
		"KillNotify"	"{s:player_name} defeated {s:player_name2}."
		

		//english/HUD_Payment.txt
		"Payment_cancel"	"Cancel Payment"
		"PopPayment_title"	"Payment"
		"Payment_loading_text"	"Connecting to server..."
		"Payment_error_text"	"Unknown error occurred, please try again later."
		"Payment_outer_text"	"Please pay in a browser."
		

		//english/HUD_Playerlose.txt
		"HUD_PlayerLose_you_lose"	"You were defeated"
		"HUD_PlayerLose_your_rank"	"Your Rank"
		"HUD_PlayerLose_desc"	"You can leave the game or stay and spectate."
		"HUD_PlayerLose_confirm"	"OK"
		

		//english/HUD_PvP.txt
		"PvP_Last_winner_title"	"Previous Winner:"
		"PvP_rest_tip"	"There is no ongoing duel."
		"PvP_battle_tip"	"This Duel:"
		"PvP_versus_tip"	"VS"
		"PvP_bet_total_text"	"Total Pool:"
		"PvP_bet_text_entry_placeholder"	"Place your bets!"
		"PvP_bet_all_in"	"Max"
		"PvP_already_bet"	"Already bet ([d:gold])"
		"PvP_already_bet_other_team"	"Already bet on another team"
		"PvP_bet_timer"	"Bet ([d:time]s)"
		"PvP_bet_History_entry_versus"	"VS"
		"Bet_history_player_selfTag"	"You"
		"PvP_Page_0"	"Home"
		"PvP_Page_1"	"History"
		"PvP_bet_History_empty"	"No Bet History"
		"PvP_bet_History_tip_text"	"Last 3 records only for non-PASS members."
		"PvP_bet_History_tip_text_active"	"You're a PASS member and can view all the bet records."
		"PvP_playerinfo_alert_ability_enemy"	"Enemy [s:hero]'s ability: [s:ability]"
		"PvP_playerinfo_alert_ability_ally"	"Ally [s:hero]'s ability: [s:ability]"
		"PvP_playerinfo_alert_ability_self"	"My ability: [s:ability]"
		"PvP_playerinfo_alert_item_enemy"	"Enemy [s:hero] is carrying [s:item]"
		"PvP_playerinfo_alert_item_ally"	"Ally [s:hero] is carrying [s:item]"
		"PvP_playerinfo_alert_item_self"	"I am carrying [s:item]"
		"PvP_bet_History_summary"	"Total betting gains:"
		"PvP_WillPVPTag_text"	"You will be in a Duel!!"
		"PvP_main_button"	"Bet"
		"PvP_getting_rank_data"	"Syncing"
		//2022.11.22修改
		"PvP_WinnerTag_text"	"Victory!"
		

		//english/HUD_Scoreboard.txt
		"Hud_Scoreboard_AllMute_enable"	"Block all players' voice and text messages"
		"Hud_Scoreboard_AllMute_disable"	"Unblock all players"
		"PlayerInfo_Mute_disable"	"Unblock this player"
		"PlayerInfo_Mute_enable"	"Block this player's voice and text messages"
		"Hud_Scoreboard_AllMute_tip_active"	"Full Block enabled"
		"Hud_Scoreboard_AllMute_tip_unactive"	"Full Block not enabled"
		"Hud_Scoreboard_winCount"	"WIN"
		"Hud_Scoreboard_loseCount"	"LOSE"
		

		//english/HUD_Settings.txt
		"Settings_abilities_title"	"Your Abilities (drag to change position):"
		"Settings_ability_banned"	"BANNED ABILITIES:"
		"Settings_ability_banned_empty"	"No abilities banned."
		"Settings_title_text"	"Settings"
		"Settings_auto_watch_duel"	"Auto-Spectate Duel"
		"Settings_auto_watch_jungle"	"Auto-Spectate Jungling"
		"Settings_barrageOpacity"	"Bullet Chat Opacity"
		

		//english/HUD_Taunt.txt
		"Taunt_title"	"Taunt"
		"Taunt_Game_paused"	"Game paused"
		"Taunt_Cooldown"	"You can Taunt again after [d:cool_down]s."
		"Taunt_Cooldown_tip"	"Every Taunt collected can reduce the cooldown by 1s. <br>Taunt Cooldown: [d:Action_cool_down]s<br>Chat Wheel Cooldown: [d:Roulette_cool_down]s"
		"Taunt_Rarity_Screen"	"Rarity:"
		"Taunt_type_KillEffect"	"Taunt"
		"Taunt_type_KillSound"	"Chat Wheel"
		

		//english/HUD_Topmenu.txt
		"HUD_Topmenu_scoreboard"      "Scores"
		"HUD_Topmenu_settings"      "Setting"
		"HUD_Topmenu_inventory"      "INV."
		"HUD_Topmenu_rankpanel"      "Ranking"
		"HUD_Topmenu_taunt"         "Taunt"
		"HUD_Topmenu_feedback"      "Report"
		"HUD_Topmenu_Draw"      "Expolre"

		//english/items.txt
		"DOTA_Tooltip_ability_item_hand_of_midas_lua"	"Hand of Midas"
		"DOTA_Tooltip_ability_item_hand_of_midas_lua_Description"	"<h1>Active: Transmute</h1> Kills a non-hero target for %bonus_gold% gold and %xp_multiplier%× EXP. When used on a Neutral Creep Before Round %drop_end%, guarantees to create a neutral item token if available."
		"DOTA_Tooltip_ability_item_hand_of_midas_lua_bonus_attack_speed"	"+$attack"
		"DOTA_Tooltip_ability_item_smoke_of_deceit_lua"	"Smoke of Chaos"
		"DOTA_Tooltip_ability_item_smoke_of_deceit_lua_Description"	"<h1>Use: Disguise</h1> Turns the caster and allied player-controlled units within a %application_radius% radius invisible, and grants %bonus_movement_speed%%% bonus movement speed for %duration%s. Their icons will also disappear from the mini-map. <br><br>Attacking and spell casting won't cancel Invisibility, which only breaks within a %visibility_radius%distance from an enemy hero. <br><br>Disguise grants invisibility that is immune to True Sight."
		"DOTA_Tooltip_modifier_item_smoke_of_deceit_lua"	"Smoke of Chaos"
		"DOTA_Tooltip_modifier_item_smoke_of_deceit_lua_Description"	"Invisibility: Increases Movement Speed and only fails when in close proximity to enemies."
		"DOTA_Tooltip_ability_item_refresher_lua"	"Refreshed Orb"
		"DOTA_Tooltip_ability_item_refresher_lua_Description"	"<h1>Active: Full Reset Cooldowns</h1>: Resets the cooldowns of all your items and abilities."
		"DOTA_Tooltip_ability_item_refresher_lua_bonus_health_regen"	"+$hp_regen"
		"DOTA_Tooltip_ability_item_refresher_lua_bonus_mana_regen"	"+$mana_regen"
		"DOTA_Tooltip_ability_item_felling_axe_1_lua"	"Bitter LineageⅠ"
		"DOTA_Tooltip_ability_item_felling_axe_1_lua_Description"	"<h1>Passive: logging</h1>Attack Neutral Creeps and deal extra %neutral_bonus_dmg% physical damage。"
		"DOTA_Tooltip_ability_item_felling_axe_1_lua_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_felling_axe_1_lua_bonus_armor"	"+$armor"
		"DOTA_Tooltip_ability_item_felling_axe_2_lua"	"Bitter LineageⅡ"
		"DOTA_Tooltip_ability_item_felling_axe_2_lua_Description"	"<h1>Passive: logging</h1>The attack damage to Creeps is increased by %neutral_bonus_dmg_pct%%%."
		"DOTA_Tooltip_ability_item_felling_axe_2_lua_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_felling_axe_2_lua_bonus_armor"	"+$armor"
		"DOTA_Tooltip_ability_item_felling_axe_3_lua"	"Bitter LineageⅢ"
		"DOTA_Tooltip_ability_item_felling_axe_3_lua_Description"	"<h1>Passive: logging</h1>The attack damage to Creeps is increased by %neutral_bonus_dmg_pct%%%.\n<h1>Passive: hunting</h1>%bonus_attack_range% bonus attack range when attacking creeps."
		"DOTA_Tooltip_ability_item_felling_axe_3_lua_Note0"	"The attack with Right-click or Key A can trigger the [Hunting] effect."
		"DOTA_Tooltip_ability_item_felling_axe_3_lua_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_felling_axe_3_lua_bonus_armor"	"+$armor"
		"DOTA_Tooltip_ability_item_felling_axe_3_lua_hp_regen"	"+$hp_regen"
		"DOTA_Tooltip_ability_item_felling_axe_3_lua_bonus_evasion"	"+$evasion"
		"DOTA_Tooltip_ability_item_felling_axe_4_lua"	"Bitter Lineage Ⅳ"
		"DOTA_Tooltip_ability_item_felling_axe_4_lua_Description"	"<h1>Passive: logging</h1>The attack damage to Creeps is increased by %neutral_bonus_dmg_pct%%%.\n<h1>Passive: hunting</h1>%bonus_attack_range% bonus attack range when attacking creeps."
		"DOTA_Tooltip_ability_item_felling_axe_4_lua_Note0"	"The attack with Right-click or Key A can trigger the [Hunting] effect."
		"DOTA_Tooltip_ability_item_felling_axe_4_lua_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_felling_axe_4_lua_bonus_armor"	"+$armor"
		"DOTA_Tooltip_ability_item_felling_axe_4_lua_hp_regen"	"+$hp_regen"
		"DOTA_Tooltip_ability_item_felling_axe_4_lua_bonus_evasion"	"+$evasion"
		"DOTA_Tooltip_ability_item_felling_axe_4_lua_bonus_attack_speed"	"+$attack"
		"DOTA_Tooltip_ability_item_felling_axe_5_lua"	"Bitter LineageⅤ"
		"DOTA_Tooltip_ability_item_felling_axe_5_lua_Description"	"<h1>Passive: logging</h1>The attack damage to Creeps is increased by %neutral_bonus_dmg_pct%%%.\n<h1>Passive: hunting</h1>%bonus_attack_range% bonus attack range when attacking creeps."
		"DOTA_Tooltip_ability_item_felling_axe_5_lua_Note0"	"The attack with Right-click or Key A can trigger the [Hunting] effect."
		"DOTA_Tooltip_ability_item_felling_axe_5_lua_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_felling_axe_5_lua_bonus_armor"	"+$armor"
		"DOTA_Tooltip_ability_item_felling_axe_5_lua_hp_regen"	"+$hp_regen"
		"DOTA_Tooltip_ability_item_felling_axe_5_lua_bonus_evasion"	"+$evasion"
		"DOTA_Tooltip_ability_item_felling_axe_5_lua_bonus_attack_speed"	"+$attack"
		
		"DOTA_Tooltip_ability_item_greater_mango_lua"						"Unbelievably Good Mango!"
		"DOTA_Tooltip_ability_item_greater_mango_lua_Description"			"<h1> Active: Eat Unbelievably Good Mango!</h1> Reduces your own health to %hp% and prevents you from healing or regenerating health for %duration%s. The duration of this ability is frozen in the Fountain Area. All your talents will immediately be learned, even if you are not at the required level. <br><br> Cannot be used in the Fountain Area."
		"DOTA_Tooltip_modifier_item_greater_mango_lua"							"Absolutely Delicious!"
		"DOTA_Tooltip_modifier_item_greater_mango_lua_Description"				"Cannot heal or regenerate health"
		
		"DOTA_Tooltip_ability_item_felling_shield_lua_1"       "Wolf Cape"
		"DOTA_Tooltip_ability_item_felling_shield_lua_1_Description"    "<h1>Passive: First Aid</h1> When you deal damage to the neutral creature, you can gain a Shield that absorbs physical damage from the neutral creature for %shield_hp_pct%%% of the attack damage, up to per %max_shield_hp%, for %shield_duration%s. The shield absorbs physical damage dealt by neutral creatures. Max stacks are %max_hp_pct%%% of the hero's max HP\n<h1>Passive: Tactical Expert</h1> Attacks have a %buff_chance%%% chance to gain a bonus effect that reduces the damage you take from the neutral creature by %creep_damage_reduce%%% for %buff_duration%s."
		"DOTA_Tooltip_modifier_item_felling_shield_lua_shield"							"First Aid"
		"DOTA_Tooltip_modifier_item_felling_shield_lua_shield_Description"				"Get the Shield that can block %dMODIFIER_PROPERTY_TOOLTIP% damage from the neutral creature."
		"DOTA_Tooltip_modifier_item_felling_shield_lua_buff"							"Tactical Expert"
		"DOTA_Tooltip_modifier_item_felling_shield_lua_buff_Description"				"Damage from the neutral creature reduced by %dMODIFIER_PROPERTY_TOOLTIP%%%"
		
		"DOTA_Tooltip_ability_item_felling_shield_lua_2"       "Incomplete Breastplate"
		"DOTA_Tooltip_ability_item_felling_shield_lua_2_Description"  "<h1>Passive: First Aid</h1> After dealing attack damage to neutral creatures you gain a shield equal to %shield_hp_pct%%% of the attack damage, up to %max_shield_hp%, for %shield_duration%s. The shield blocks damage dealt by neutral creatures. Max stacks are %max_hp_pct%%% of the hero's max HP\n<h1>Passive: Tactical Expert</h1> Attacks have a %buff_chance%%% chance to gain a bonus effect that reduces the damage you take from neutral creatures by %creep_damage_reduce%%% for %buff_duration%s."
		"DOTA_Tooltip_ability_item_felling_shield_lua_2_bonus_hp"	"+$health"
		"DOTA_Tooltip_ability_item_felling_shield_lua_2_bonus_mana_regen"	"+$mana_regen"
		"DOTA_Tooltip_ability_item_felling_shield_lua_2_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_felling_shield_lua_2_bonus_armor"	"+$armor"
		// "DOTA_Tooltip_ability_item_felling_shield_lua_2_Lore"       "一名传奇工匠制作了这件宝物的雏形，但一直苦于如何继续加工。"
		
		"DOTA_Tooltip_ability_item_felling_shield_lua_3"    "Coi's Breastplate"
		"DOTA_Tooltip_ability_item_felling_shield_lua_3_Description"    "<h1>Active: Suppress</h1> Targets all visible enemy units within a radius of %abilitycastrange%, slowing their movement speed.<br>At the same time, apply a weak dispel to yourself, increasing movement speed, immune to slow for %purge_slow_duration% seconds.<br><br>If the target is Creeps, it will also be rooted for %purge_root_duration% seconds.<br><br>Both movement speed reduction and increase start at 100% and gradually decrease to 0% over the course of the buff duration. \n\n<h1>Passive: Manabreak</h1> Each attack burns %feedback_mana_burn% mana from the target, and deals %damage_per_burn% physical damage per burned mana.\n<h1>Passive: First Aid</h1> After dealing attack damage to neutral creatures you gain a shield equal to %shield_hp_pct%%% of the attack damage, up to %max_shield_hp%, for %shield_duration%s. The shield absorbs physical damage dealt by neutral creatures. The max shield stack value is %max_hp_base% + %max_hp_pct%%% of the caster's max HP. \n<h1>Passive: Tactical Expert</h1> Attacks have a %buff_chance%%% chance to gain a bonus effect that reduces the damage you take from neutral creatures by %creep_damage_reduce%%% for %buff_duration%s."
		"DOTA_Tooltip_ability_item_felling_shield_lua_3_bonus_agi"  "+$agi"
		"DOTA_Tooltip_ability_item_felling_shield_lua_3_bonus_str"  "+$str"
		"DOTA_Tooltip_ability_item_felling_shield_lua_3_bonus_int"  "+$int"
		"DOTA_Tooltip_ability_item_felling_shield_lua_3_bonus_hp"	"+$health"
		"DOTA_Tooltip_ability_item_felling_shield_lua_3_bonus_mana_regen"	"+$mana_regen"
		"DOTA_Tooltip_ability_item_felling_shield_lua_3_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_felling_shield_lua_3_bonus_armor"	"+$armor"
		// "DOTA_Tooltip_ability_item_felling_shield_lua_3_Lore"   "名叫科伊的战士带来一块珍贵的石材；两个月后，护心镜终于完成。"
		"DOTA_Tooltip_modifier_item_felling_shield_lua_3_slow"							"Inhibit"
		"DOTA_Tooltip_modifier_item_felling_shield_lua_3_slow_Description"				"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_item_felling_shield_lua_3_root"							"Inhibit"
		"DOTA_Tooltip_modifier_item_felling_shield_lua_3_root_Description"				"Rooted."
		"DOTA_Tooltip_modifier_item_felling_shield_lua_3_buff"		"Dispersed"
		"DOTA_Tooltip_modifier_item_felling_shield_lua_3_buff_Description"	"Unslowable. Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		
		"DOTA_Tooltip_ability_item_noob_staff"       "Mr.NH's Wand"
		"DOTA_Tooltip_ability_item_noob_staff_manacost_reduction"       "%+$manacost_reduction"
		"DOTA_Tooltip_ability_item_noob_staff_Description"    "<h1>Passive：Arcane Overload</h1>Magic damage has a %magic_crit_pct%%% chance to deal %magic_crit_damage%%% damage. Has no effect on percentage-based damage spells."
		
		"DOTA_Tooltip_ability_item_Head_of_the_Fallen"       "<font color='#e5cc80'>Skull of the Fallen</font>"
		"DOTA_Tooltip_ability_item_Head_of_the_Fallen_all_stats"   "+$all"
		"DOTA_Tooltip_ability_item_Head_of_the_Fallen_bonus_armor"   "+$armor"
		"DOTA_Tooltip_ability_item_Head_of_the_Fallen_bonus_hp_regen"   "+$hp_regen"
		"DOTA_Tooltip_ability_item_Head_of_the_Fallen_Description"    "<h1>Active: Legion's Ascent</h1> Overlord of Fel Aura provides Spell Immunity and True Strike for %duration% seconds. <br><br> Cannot be refreshed. <h1>Passive: Overlord of Fel</h1> Provides %life_steal_pct%%% Lifesteal, %bonus_movespeed% Movement Speed, %bonus_attack_speed% Attack Speed, %spell_amp%%% Spell Amplification, %magical_resistance%%% Magic Resistance, and %evasion%%% Evasion to allies. Surrounds allies with Fel Flames, which deals Magic Damage to enemies within %burn_radius% of allies. Flames can be stacked. <br><br>Applies Creeps %creep_mult%%% bonus buff. <br><br>Radius: %radius%"
		// "DOTA_Tooltip_ability_item_Head_of_the_Fallen_Lore"       "<font color='#f7ab00'>“ 我们响应了召唤 ”</font>"
		"DOTA_Tooltip_modifier_item_Head_of_the_Fallen_effect"							"Overlord of Fel"
		"DOTA_Tooltip_modifier_item_Head_of_the_Fallen_effect_Description"				"+%dMODIFIER_PROPERTY_TOOLTIP%%% Lifesteal, + %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT% Movement Speed, + %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% Attack Speed, + %dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%% Spell Amplification, + %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%% Magic Resistance, + %dMODIFIER_PROPERTY_EVASION_CONSTANT%%% Evasion,  continuously scorching enemies."
		"DOTA_Tooltip_modifier_item_Head_of_the_Fallen_Active"							"Arrival of Legion"
		"DOTA_Tooltip_modifier_item_Head_of_the_Fallen_Active_Description"				"Overlord of Fel Aura provides Spell Immune and True Strike"
		"DOTA_Tooltip_modifier_item_Head_of_the_Fallen_burn"							"Fel Flames"
		"DOTA_Tooltip_modifier_item_Head_of_the_Fallen_burn_Description"				"Your soul will suffer!"
		
		"DOTA_Tooltip_ability_item_stargazing_staff"			"StarGazer"
		"DOTA_Tooltip_ability_item_stargazing_staff_manacost_reduction"		"%+$manacost_reduction"
		"DOTA_Tooltip_ability_item_stargazing_staff_all_stats"		"+$all"
		"DOTA_Tooltip_ability_item_stargazing_staff_mana_regen"   "+$mana_regen"
		"DOTA_Tooltip_ability_item_stargazing_staff_Description"    "<h1>Active: Magic Weakness</h1> Cast a %debuff_radius% radius blast that causes enemies to take %bonus_magical_dmg%%% increased damage from spells.<br><br>Range: %abilitycastrange%<br>Duration: %debuff_duration% seconds.\n<h1>Prismatic barrier</h1> Whenever you deal critical magic damage, you'll gain a buff that reduces the damage you take from the neutral creature by %creep_damage_reduce%%% for %buff_duration% seconds.\n<h1> Passive: Arcane Surge</h1> Magic damage has a %magic_crit_pct%%% chance to deal %magic_crit_damage%%% damage. Has no effect on percentage-based damage spells. <br><br>Cooldown: %crit_cd% seconds.<br><br>There is no cooldown when attacking neutral creatures that are affected by Magic Weakness. <br><br>Has no effect on percentage-based damage spells."
